prefered placename	tgn id	latitude	longitude	tgn placetype	place category	google maps	Comment	Uncertainty	name var 1	name var 2	name var 3	name var 4	name var 5	name var 6	name var 7	name var 8	name var 9	name var 10	name var 11	name var 12	name var 13	name var 14	name var 15	name var 16	name var 17	name var 18	name var 19	name var 20	name var 21	name var 22	name var 23	name var 24	name var 25	name var 26	name var 27	name var 28	name var 29	name var 30	name var 31	name var 32	name var 33	name var 34	name var 35	name var 36
Siang-hsien, Honam	8697449	34.83107	126.09872	Second level subdivision	Polygon	https://www.google.com/maps/place/34.83107+126.09872	Uncertain, but highly likely it can be found on this South Korean Island	true	Siang-hsien, Honam																																			
Siang-hsien, Honan	1072787	28.666667	112.883333	Inhabited place	Point	https://www.google.com/maps/place/28.666667+112.883333	Uncertain, but quite likely to refer to Siangyinhsien or modern Wenxing, Hunan province	true	Siang-hsien, Honan																																			
Siaomei, Chekiang	8678526	27.8223	118.969	Fourth level subdivision	Polygon	https://www.google.com/maps/place/27.8223+118.969	Uncertain, but highly probable to be right in this case	true	Siaomei, Chekiang																																			
Siberia	7011548	null	null	General region	Polygon	https://www.google.com/maps/place/null+null	Just the General, very non-specific region	false	Siberia																																			
Sihcheo, Shansi	1139928	36.695249	110.95564	Inhabited place	Point	https://www.google.com/maps/place/36.695249+110.95564	Uncertain, but highly probable it refers "Sichow" which is now Xi Xian or "Longquan, Shanxi Province"	true	Sihcheo, Shansi	Sihchau, Shansi																																		
Silay, Philippines	1084649	10.75	122.9833	Inhabited place	Point	https://www.google.com/maps/place/10.75+122.9833		false	Silay, Philippines																																			
Singapore	7000381	1.3667	103.8	Nation	Polygon	https://www.google.com/maps/place/1.3667+103.8	nation of Singapore	true	Sigapore	Singapora	Singapore	Singapor e	Singapre	Sinpapore	S'pore	S'pore.	S’pore	S’pore.	S’apore	S. E. S’pore	Singapore.	Singap	Sing	Singapr	S'apore	Signapore	Sin’pore	Sinagpore	Singapi	Singapor	Singapoie	Sin'pore	Singagore											
Singau, Shensi						https://www.google.com/maps/place/+	Unclear: perhaps "Sigou, Shaanxi Province", TGN: 8091989; maybe "Xinangou" 8093876.	true	Singau, Shensi																																			
Singhi, Sarawak		1.5	110.166667		Point	https://www.google.com/maps/place/1.5+110.166667	No TGN available: Refers to (probably) a small villange somewhere near Mount Singai - a few kilometers Southwest of Kuching	true	Singhi, Sarawak																																			
Sintientsi		31.899999	105.948812		Point	https://www.google.com/maps/place/31.899999+105.948812	Modern Name: Xindinanzi, Sichuan Province	false	Sintientsi, Szechuen	Sintientsi																																		
Sitiawan		4.2167	100.7		Polygon	https://www.google.com/maps/place/4.2167+100.7		false	Sitiawan, Perak	Sitiawan																																		
Soai-Rieng, Cambodge	1066442	11.0833	105.8	Inhabited place	Point	https://www.google.com/maps/place/11.0833+105.8		false	Soai-Rieng, Cambodge																																			
Soaikieng, Cambodia						https://www.google.com/maps/place/+	Not found.	true	Soaikieng, Cambodia																																			
Soasia, Fokien						https://www.google.com/maps/place/+	Not found: somewhere in Fujian Province (TGN: 7001796)	true	Soasia, Fokien																																			
Soctrang, Cochinchine	1087151	9.6	105.9667	Inhabited place	Point	https://www.google.com/maps/place/9.6+105.9667	Modern name: "Khanh Hung"	false	Soctrang, Cochin China	Soctrang, Cochinchine	Soctrang, Cochin-China																																	
Son-tay, Tonkin	1087230	21.1	105.5333	Inhabited place	Point	https://www.google.com/maps/place/21.1+105.5333		false	Sontay, Tonkin																																			
Song-cau, Annam	1087231	13.4333	109.2	Inhabited place	Point	https://www.google.com/maps/place/13.4333+109.2		false	Songcau, Annam																																			
Songkhone, Cochinchine	1082472	17.9667	105.1667	Inhabited place	Point	https://www.google.com/maps/place/17.9667+105.1667	Not found: Possibly this is actually Ban Songkhon, Lao (TGN: 1082472)	true	Songkhone, Cochinchine																																			
Songpan, Szechuen	8632125	32.639411	103.596829	Inhabited place	Point	https://www.google.com/maps/place/32.639411+103.596829		false	Songpan, Szechuen	Songp'an, Szech'uen																																		
Soochow	7018059	31.304077	120.59538	Inhabited place	Point	https://www.google.com/maps/place/31.304077+120.59538		false	Soochow	Sooehow																																		
Soungarie, Manchuria	6001821	44	87	General region	Polygon	https://www.google.com/maps/place/44+87	Not sure if this place exists; could be confused with "Dzungaria" (TGN: 6001821) a vast region in the NorthWEST of China, not Manchuria. They might mean two locations.	true	Soungarie, Manchuria																																			
Sourabaya	7003700	-7.2333	112.75	Inhabited place	Point	https://www.google.com/maps/place/-7.2333+112.75		false	Soerabaya	Sourabaya	Soeralaya	Sourabays	Sourabay																															
South Kiangse						https://www.google.com/maps/place/+	The Southern part of Jiangxi Province (TGN: 7002082)	true	South Kiangse																																			
South Perak						https://www.google.com/maps/place/+		false	South Perak																																			
Souvang, Tonkin		19.886907	105.461892		Point	https://www.google.com/maps/place/+	Very uncertain: possibly Sao Vàng, Thanh Hoa (19.886907, 105.461892)	true	Souvang, Tonkin																																			
Spassk, Eastern Siberia	1059667	44.6167	132.6167	Inhabited place	Point	https://www.google.com/maps/place/44.6167+132.6167		false	Spassk, Eastern Siberia																																			
Straits Settlements	8711653	3.65	101.55	Former territory/Colony/Dependent state	Polygon	https://www.google.com/maps/place/3.65+101.55		false	S.S.	S. Settlement	Straits Settlements	S. S.																																
Stung Treng, Cambodge	7000832	13.75	106.25	Province	Polygon	https://www.google.com/maps/place/13.75+106.25	Province is actually apart of modern Cambodia, and has belonged to Laos in the past; the link to Cochinchina is very strange.	true	Stungtreng, Cochinchine																																			
Suchan, Eastern Siberia	1058220	43.05	133.0833	Inhabited place	Point	https://www.google.com/maps/place/43.05+133.0833	Modern-day "Partizansk", Primorskiy Kray	false	Sutschan, Eastern Siberia																																			
Sumatra	7016484	null	null	Island (landform)	Polygon	https://www.google.com/maps/place/null+null		false	Sumatra	Sumtara	Sumtra																																	
Sungari, Manchuria	1130174	47.709444	132.512222	River	Polygon	https://www.google.com/maps/place/47.709444+132.512222	Uncertain where precisely a settlement by the name of Sungari was located. TGN given refers to the important river in Manchuria now called the "Songhua"	true	Sungari, Manchuria																																			
Sungkiang, Kiangsu	7001916	31.035948	121.2146	Inhabited place	Point	https://www.google.com/maps/place/31.035948+121.2146	Songjiang is a Suburb of Shanghai	false	Sungkiang, Kiangsu																																			
Sur de Luzon, Philippines	1001306	17.261	120.533	Province	Polygon	https://www.google.com/maps/place/17.261+120.533	Sur seems to refer to a Province on the Filippino Island of Luzon which is now called or subsumed within "Ilocos Sur"	false	Sur de Luzon, Philippines																																			
Swatow	7001917	23.36814	116.71479	Inhabited place	Point	https://www.google.com/maps/place/23.36814+116.71479		false	Swatow	Swalow	Swatovv	Swtaow	Swatotw																															
Szechuen	7002087	30.5	102.666667	Province	Polygon	https://www.google.com/maps/place/30.5+102.666667		false	Szechuen	Szechuan	Szecliuen	Szeehuen																																
Szemao	7001918	22.7667	101.0833	Inhabited place	Point	https://www.google.com/maps/place/22.7667+101.0833		false	Szemao																																			
Süchow-fu, Szechuen	1073501	28.766667	104.623832	Inhabited place	Point	https://www.google.com/maps/place/28.766667+104.623832	Modern name: "Yibin, Sichuan province"	false	Sui-fu, Szechuen	Suchow-fu, Szechuen	Süchow-fu, Szechuen																																	
T'aian-fu, Shantung	1139661	36.185278	117.12	Inhabited place	Point	https://www.google.com/maps/place/36.185278+117.12	Modern: Taian, Shandong province	false	T'aian-fu, Shantung																																			
Ta-tong-fu, Shansi	7001922	40.0833	113.4667	Inhabited place	Point	https://www.google.com/maps/place/40.0833+113.4667	Likely refers to "Datong, Shanxi province", but rather uncertain	true	Ta-tong-fu, Shansi																																			
Taegu	7001326	35.8667	128.6	Inhabited place	Point	https://www.google.com/maps/place/35.8667+128.6		true	Taiku, Corea																																			
Tai-ku, Shansi	1072057	37.426389	112.544167	Inhabited place	Point	https://www.google.com/maps/place/37.426389+112.544167	Modern name is "Mingxing, Shanxi Province"	false	Tai-ku, Shansi	Taiku, Shansi	Taigu	Taiku																																
Taichow, Chekiang Province	8060477	28.662658	121.433117	Inhabited place	Point	https://www.google.com/maps/place/28.662658+121.433117	Modern: Taizhou, Zhejiang province	false	Taichow, Chekiang Province	Tai-chow-fu, Chekiang																																		
Taikoku	7004306	25.047	121.525	Inhabited place	Point	https://www.google.com/maps/place/25.047+121.525	For Taihoku	true	Taikoku																																			
Tainan-fu	7490934	23.15027	120.34194	Special municipality	Polygon	https://www.google.com/maps/place/23.15027+120.34194		false	Tainan-fu, Formosa	Tainanfoo	Tainan-fu	Tainanfu																																
Taiping	1082974	4.9	100.7	Inhabited place	Point	https://www.google.com/maps/place/4.9+100.7		false	Taipeng, Perak	Perak, Taiping	Taiping, Perak	Thaiping, Perak																																
Taiping, Kwangtung	8623671	22.769527	111.568818	Inhabited place	Point	https://www.google.com/maps/place/22.769527+111.568818	TGN for Luocheng, Taiping seems to be a District of Luocheng, but multiple possiblities	true	Täiping, Kwangtung	Taiping, Kwangtung																																		
Taiwanfoo	1085379	24.1469	120.6839	Inhabited place	Point	https://www.google.com/maps/place/24.1469+120.6839	Modern-day Taichung, Taiwan	false	Taiwanfoo																																			
Taiyuan	7001919	37.869444	112.560278	Inhabited place	Point	https://www.google.com/maps/place/37.869444+112.560278	Taiyuenfu seems to be a neighborhod of Taiyuan	false	Taiyuan	Taiyuenfu, Shansi	Taiyuanfu	Taiyuenfoo, Shansi	Taiyuen-fu, Shansi	Tai-yuen-fu, Shansi																														
Takamatsu	7004819	34.3333	134.0167	Inhabited place	Point	https://www.google.com/maps/place/34.3333+134.0167		false	Takamatsu, Japan	Takamatsu																																		
Takow	1085325	22.616256	120.313329	Inhabited place	Point	https://www.google.com/maps/place/22.616256+120.313329		false	Takow																																			
Taku	1081489	33.2833	130.1333	Inhabited place	Point	https://www.google.com/maps/place/33.2833+130.1333		false	Taku																																			
Talienwan		38.918007	121.612757		Point	https://www.google.com/maps/place/38.918007+121.612757		false	Talienwan																																			
Talisay, Isla de Negro, Philippines	1084694	10.25	123.7667	Inhabited place	Point	https://www.google.com/maps/place/10.25+123.7667	Not to be confused with Talisay, Camarines Norte (TGN: 1084694)	false	Talisay, Isla de Negro, Philippines																																			
Tamhoi		15.266426	108.833077		unknown; presumably: Point	https://www.google.com/maps/place/15.266426+108.833077	https://books.google.ch/books?id=ym3nO-7kv94C&pg=PA259&lpg=PA259&dq=Tam+Hoi+Vietnam&source=bl&ots=P0PWs4gwlX&sig=ACfU3U37p-NI71Y2bytJk58JQz0YyKd0kw&hl=de&sa=X&ved=2ahUKEwiM16re9ofmAhUKwsQBHZPxAKcQ6AEwCHoECAoQAQ#v=onepage&q=Tam%20Hoi%20Vietnam&f=false	false	Tamhoi																																			
Tamhoi, Saigon							two locations	true																																				
Tamsui	7004312	25.171958	121.442896	Inhabited place	Point	https://www.google.com/maps/place/25.171958+121.442896		false	Tamsui	Tamshui																																		
Tan-an	1140847	10.5333	106.4	Inhabited place	Point	https://www.google.com/maps/place/10.5333+106.4		false	Tanan, Cochinchine	Tan-an	Tanan, Cochin China	Tan-an, Cochin-China																																
Tang Un, West River		23.466917	111.372987		Point	https://www.google.com/maps/place/+	Uncertain: may be: "Tangyuancun", Guangxi Province (23.466917, 111.372987)	true	Tang Un, West River	Tang-Un, West River	Tang-un, West River																																	
Tangchou, Chili	7001966	38.31	116.86	Inhabited place	Point	https://www.google.com/maps/place/38.31+116.86	Likely refers to "Ts'ang-chou, Hebei province" but not clear (could also refer to Tungchou, Beijing Shi (TGN: 1072326)	true	Tangchou, Chili																																			
Taning, Shansi	8202749	35.569444	112.409167	Inhabited place	Point	https://www.google.com/maps/place/35.569444+112.409167	Modern "Daning, Shanxi Province"	false	Taning, Shansi																																			
Tao-tin-tia, South Formosa	7001004				Polygon	https://www.google.com/maps/place/+	Unsure, but Very likely refers to Gaoxiong or Kaohsiung City in Taiwan (TGN: 7001004)	true	Tao-tin-tia, South Formosa																																			
Tay-ninh	1087243	11.35	106.1167	Inhabited place	Point	https://www.google.com/maps/place/11.35+106.1167		false	Tayninh, Cochin China	Tayninh, Cochinchine	Tay-ninh	Tayninh, Cochin-China																																
Tayabas, Philippines	1084708	14.0167	121.5833	Inhabited place	Point	https://www.google.com/maps/place/14.0167+121.5833		false	Tayabas, Pilippines																																			
Tehngan		32.330158	114.300239		Point	https://www.google.com/maps/place/32.330158+114.300239	Teh Ngan seems to be 120 miles north of Hankow, this would be Hunan tough; but the region Hupei and Hunan seemed to be the same at that time? source: https://archive.org/stream/28700076.1906.emory.edu/28700076_1906_djvu.txt	true	Tehngan, Hupeh	Tehngan																																		
Telok Anson	1082986	4.0333	101.0167	Inhabited place	Point	https://www.google.com/maps/place/4.0333+101.0167		false	Teluk Anson	Teluk Anson, Perak																																		
Temerloh	1082991	3.4667	102.4167	Inhabited place	Point	https://www.google.com/maps/place/3.4667+102.4167		false	Temerloh, Pahang																																			
Tenant	7003960	0.8	127.3833	Inhabited place	Point	https://www.google.com/maps/place/0.8+127.3833		false	Tenant																																			
Tengyueh	7001964	24.994923	98.512759	Inhabited place	Point	https://www.google.com/maps/place/24.994923+98.512759		false	Tengyueh	Teng-yueh, Yunnan																																		
Thai-binh		20.446111	106.342222		Polygon	https://www.google.com/maps/place/20.446111+106.342222		false	Thai-binh, Tonkin	Thaibinh, Tonkin	Thaibinh, Tonkin Central	Thaibin, Tonkin	Thaibenh, Tonkin	Taibinh, Tonkin																														
Thai-nguyen	1087246	21.594	105.848	Inhabited place	Point	https://www.google.com/maps/place/21.594+105.848		false	Tai-nguyen, Tonkin	Thai-nguyen	Thainguyen, Tonkin	Tháinguyên, Tonkin	Thái-nguyên, Tonkin																															
Thanh-hoa	1087249	19.8167	105.8	Inhabited place	Point	https://www.google.com/maps/place/19.8167+105.8		false	Thanh-hoa Annam	Thanh hoa, Annam	Thanh-hoa	Thanh-hoa, Annam	Thanhhoa, Annam	Tanh-hoa, Annam	Thanh Hoa, Annam																													
Thanhson, Annam		11.572218	108.993229		Point	https://www.google.com/maps/place/11.572218+108.993229	uncertain, multiple possiblities	true	Thanhson, Annam																																			
Thongthauha, Kwangtung						https://www.google.com/maps/place/+	Not Found; Somewhere in Canton Province	true	Thongthauha, Kwangtung																																			
Thuan-an, Annam		16.548889	107.643611		Point	https://www.google.com/maps/place/12.448059+107.619903	uncertain, multiple possiblities	true	Thuan-an, Annam	Thuanan, Annam																																		
Thuankhanh, Annam						https://www.google.com/maps/place/+	Highly Uncertain: Possibly referring to "Tinh Khánh Hòa" - another name for Khánh Hòa province (TGN: 7594824) - it's somehow related to this region.	true	Thuankhanh, Annam																																			
Thudamont, Cochinchine	1087198	10.9667	106.65	Inhabited place	Point	https://www.google.com/maps/place/10.9667+106.65	Modern name: Thu Dầu Môt, Vietnam	false	Thudamont, Cochinchine	Thudaumot, Cochin China																																		
Thuongxa, Annam		16.719809	107.228065		Point	https://www.google.com/maps/place/17.25+106.7		false	Thuongxa, Annam																																			
Tibet	7001319	31.666667	88	Autonomous region	Polygon	https://www.google.com/maps/place/31.666667+88		false	Tibet	Thibet																																		
Tientsin	7001965	39.142222	117.176667	Inhabited place	Point	https://www.google.com/maps/place/39.142222+117.176667		false	Tentsin	Tiantsin	Tieentsin	Tiensin	Tientsin	Tientsin.	Tietsin	T'sin	T’sin	T’sin.	T’tsin	Teintsin	Tiontsin	Iientsin	Tienstin	T'tsin																				
Tienyen, Tonkin	1087259	21.3167	107.4167	Inhabited place	Point	https://www.google.com/maps/place/21.3167+107.4167		false	Tienyen, Tonkin																																			
Timah	1084921	1.3333	103.7667	Inhabited place	Point	https://www.google.com/maps/place/1.3333+103.7667		false	Timah																																			
Timor	7003703	-8.5833	126	Nation	Polygon	https://www.google.com/maps/place/-8.5833+126		false	Timor																																			
Tjilatjap	1077593	-7.7333	109	Inhabited place	Point	https://www.google.com/maps/place/-7.7333+109		false	Tjilatjap																																			
Tokushima	7004894	34.05	134.5667	Inhabited place	Point	https://www.google.com/maps/place/34.05+134.5667		false	Tokushima, Japan																																			
Tokuyama	1081558	34.0667	131.8	Inhabited place	Point	https://www.google.com/maps/place/34.0667+131.8	There is a small possibility they are refering to modern-day "Hongō, Gifu prefecture" (TGN: 1140610)	true	Tokuyama, Japan																																			
Tokyo	7004472	35.75	139.5	Inhabited place	Point	https://www.google.com/maps/place/35.75+139.5		false	Tokye	Tokyo	Yokyo	Tokyo, Japan																																
Tsukiji, Tokyo	7004472	35.75	139.5		Point			false	Tsukiji, Tokyo																																			
Koishikawa, Japan	7004472	35.75	139.5		Point			false	Koishikawa, Japan																																			
South Tokyo	7004472	35.75	139.5		Point			false	South Tokyo																																			
Tong-an, Fukien	1072282	24.7167	118.1167	Inhabited place	Point	https://www.google.com/maps/place/24.7167+118.1167		false	Tong-an, Fukien																																			
Tong-ch'uan, Yunan		26.183333	103.066667		Point	https://www.google.com/maps/place/26.183333+103.066667	District of Kunming	false	Tong-ch'uan, Yunan	Tongchuan, Yunnan																																		
Tongcheo		35.112222	109.090556		Point	https://www.google.com/maps/place/35.112222+109.090556		false	Tongcheo, Shansi	Tongcheo, Shensi																																		
Tongku, Chihli	8682614	39.055049	117.644882	Former administrative division	Polygon	https://www.google.com/maps/place/39.055049+117.644882	Very likely refers to "Tanggu Qu, Tianjin"	true	Tongku, Chihli																																			
Tongshan, Chihli	7001921	39.633333	118.183333	Inhabited place	Point	https://www.google.com/maps/place/39.633333+118.183333	modern Tangshan, Hebei Province	false	Tongshan, Chihli	Tongshan																																		
Tonkin	7018129	22	105	General region	Polygon	https://www.google.com/maps/place/22+105		false	Tonkin	Provinces du Tonkin																																		
Tottori	7004881	35.5333	134.2	Inhabited place	Point	https://www.google.com/maps/place/35.5333+134.2		false	Tottori, Japan																																			
Tourane	7004242	16.0667	108.2333	Inhabited place	Point	https://www.google.com/maps/place/16.0667+108.2333		false	Tourane	Tourane, Annam																																		
Toyama	7004860	36.7	137.2333	Inhabited place	Point	https://www.google.com/maps/place/36.7+137.2333		false	Toyama, Japan	Toyama																																		
Trakieu, Annam	6006044	15.8	108.2333	Inhabited place	Point	https://www.google.com/maps/place/15.8+108.2333		false	Trakieu, Annam																																			
Travinh		9.833333	106.25		Polygon	https://www.google.com/maps/place/9.833333+106.25		false	Travinh, Cochin-China	Travinh, Cochinchine	Travinh																																	
Tremuche, Eastern Siberia						https://www.google.com/maps/place/+	Not found: Eastern Siberia is hugely expansive and this case there are no clues to help.	true	Tremuche, Eastern Siberia																																			
Trengganu	7016831	5	103	State (political division)	Polygon	https://www.google.com/maps/place/5+103		false	Trengganu	Tregganu																																		
Trusan, Sarawak		4.786098	115.27221		Point	https://www.google.com/maps/place/4.786098+115.27221	No TGN, but coordinates for the small village are clear	false	Trusan, Sarawak																																			
Ts'in-cheo, Kansuh	7018061	34.580278	105.727222	Inhabited place	Point	https://www.google.com/maps/place/34.580278+105.727222	Modern name: "Qincheng, Gansu Province"	false	Ts’in-cheo, Kansuh	Ts'in-cheo, Kansuh																																		
Tschihin, Kwangtung						https://www.google.com/maps/place/+	Not Found: Lies somewhere in Guangdon Province (TGN: 7005232)	true	Tschihin, Kwangtung																																			
Tschu-Thongau, Kwangtung						https://www.google.com/maps/place/+	Not Found: German Mission in Canton Province - somewhere	true	Tschu-Thongau, Kwangtung																																			
Tsinan	7001483	36.683333	117.05	Inhabited place	Point	https://www.google.com/maps/place/36.683333+117.05		false	Tsinan	Tsinanfu																																		
Tsincheo	7001872	36.057006	103.839868	Inhabited place	Point	https://www.google.com/maps/place/36.057006+103.839868	Tgn for Lanzhou; Highly uncertain, some references to Tsincheo can be found, but there is only a very superficiel connection to Lanzhou	true	Tsincheo, Kansuh	Tsincheo, Ksuhan Province																																		
Tsing						https://www.google.com/maps/place/+		false	Tsing																																			
Tsing-kiang-pu, Kiangsu	1072055	31.447778	121.093889	Inhabited place	Point	https://www.google.com/maps/place/31.447778+121.093889	A little uncertain; very likely corresponds with modern Chengxiang, Jiangsu Province	true	Tsingkiangpu	Tsing-kiang-pu, Kiangsu	Ts'ing-kiang-pu, Kiangsu																																	
Tsingchowfu, Shantung	1139978	36.696667	118.479722	Inhabited place	Point	https://www.google.com/maps/place/36.696667+118.479722	Modern "Qingzhou", Shandong province	false	Tengchowfoo, Shantung																																			
Tsingtao	7001776	36.066049	120.369393	Inhabited place	Point	https://www.google.com/maps/place/36.066049+120.369393		false	Tsingtao	Tingtao	Tsngtao																																	
Tsiningchow	8623346	35.405	116.581389	Inhabited place	Point	https://www.google.com/maps/place/35.405+116.581389		false	Tsining-chow, Shantung	Tsiningchow, Shantung	Tsining-chow																																	
Tsiningchow	1069334	35.4167	116.6667	Inhabited place	Point	https://www.google.com/maps/place/35.4167+116.6667	Modern: Jining, Shandong Province	false	Tsiningchow																																			
Tso-uin						https://www.google.com/maps/place/+	No TGN found.	false	Tso-uin	Tso-uin, Shanshi	Tso-uin, Shansi	Tsouin, Shansi																																
Tsou-p'ing-fu, Shantung						https://www.google.com/maps/place/+	Not Found; somewhere in Shandong Province	true	Tsou-p'ing-fu Shantung	Tsou-p'ing-fu, Shantung																																		
Tsu		34.718611	136.505556		Point	https://www.google.com/maps/place/34.718611+136.505556		false	Tsu, Ise Province, Japan	Tsu																																		
Tsunhwa, Chihli	1074220	40.179167	117.958611	Inhabited place	Point	https://www.google.com/maps/place/40.179167+117.958611	Modern: Zunhua, Hebei Province	false	Tsun-hwa, Chihli																																			
Tsuyama	7004825	35.0667	134.0167	Inhabited place	Point	https://www.google.com/maps/place/35.0667+134.0167		false	Tsuyama	Tsuyama, Japan																																		
Tuh-shan	1067911	25.833333	107.533333	Inhabited place	Point	https://www.google.com/maps/place/25.833333+107.533333		false	Tuh-shan, Kueichow	Tuh-shan																																		
Tukoshima	7004894	34.05	134.5667	Inhabited place	Point	https://www.google.com/maps/place/34.05+134.5667		false	Tukoshima, Japan	Tukoshima																																		
Tumsui	7004312	25.171958	121.442896	Inhabited place	Point	https://www.google.com/maps/place/25.171958+121.442896	Modern name: Tan-shui, Xinbei, Taiwan	false	Tumsui																																			
Tungchou, Chihli	1072326	39.903952	116.661826	Inhabited place	Point	https://www.google.com/maps/place/39.903952+116.661826	Located on the outskirts of Beijing	false	Tungchou, Chihli																																			
Tungchowfu	7018063	34.795863	109.938948	Inhabited place	Point	https://www.google.com/maps/place/34.795863+109.938948	Located in Shaanxi province	false	Tungchowfu	Tongcheo district, Shensi	Toncheo district, Shensi																																	
Tungkun	1067772	23.048889	113.744722	Inhabited place	Point	https://www.google.com/maps/place/23.048889+113.744722		false	Tungkun, Kwangtung	Tungkun																																		
Tuyen-quang, Tonkin	1087272	21.8	105.3	Inhabited place	Point	https://www.google.com/maps/place/21.8+105.3		false	Tuyen-quan, Tonkin	Tuyen-quang, Tonkin	Tuyên Quang, Tonkin	Tuyen Quang, Tonkin																																
Tuyenquang	1087272	21.8	105.3	Inhabited place	Point	https://www.google.com/maps/place/21.8+105.3		false	Tuyenquang, Tonkin	Tuyenquang																																		
T’ung-chou, Chihli	1072326	39.903952	116.661826	Inhabited place	Point	https://www.google.com/maps/place/39.903952+116.661826	Modern: Tongzhou, Beijing Shi	false	T'ung-chow, Chihli	T’ung-chou, Chihli																																		
Ueda	7004826	36.45	138.2167	Inhabited place	Point	https://www.google.com/maps/place/36.45+138.2167		false	Ueda, Japan																																			
Ulu Kelantan						https://www.google.com/maps/place/+		false	Ulu Kelantan																																			
Ulu Langat		3.112392	101.814897		Point	https://www.google.com/maps/place/3.090221+101.83112	Hulu Langat	false	Ulu Langat, Selangor	Ulu Langat																																		
Ulu Selangor		3.558842	101.6136		Polygon	https://www.google.com/maps/place/3.558842+101.6136	Refers to the northern Region of Selangor, Malaysia. No TGN Available.	false	Ulu Selangor																																			
Umcheng, Shansi						https://www.google.com/maps/place/+	Likely refers to Yuncheng, Shanxi Province (TGN: 8678046), but quite uncertain	true	Umcheng, Shansi																																			
Upper Perak						https://www.google.com/maps/place/+		false	Upper Perak																																			
Urga, Mongolia	7000872	47.9	106.8667	Inhabited place	Point	https://www.google.com/maps/place/47.9+106.8667	Modern name: Ulaanbaatar	false	Ourga, Mongolia																																			
Ussuri, Siberia	7014478	48.451667	135.078056	River	Polygon	https://www.google.com/maps/place/48.451667+135.078056	The Usuri is a major river in Eastern Siberia, but no settlement was found by this name; TGN refers only to the river itself.	true	Ussuri, Siberia																																			
Van Yen, Annam		21.168863	107.538829		Point	https://www.google.com/maps/place/21.168863+107.538829	Van Yen is located in Tonkin, not Annam	true	Van Yen, Annam																																			
Van-dao, Annam						https://www.google.com/maps/place/+	Not Found.	true	Van-dao, Annam																																			
Vinh	1087275	18.7	105.6833	Inhabited place	Point	https://www.google.com/maps/place/18.7+105.6833		false	Vinh, Annam	Vinh																																		
Vinhlong	1087279	10.25	105.9833	Inhabited place	Point	https://www.google.com/maps/place/10.25+105.9833		false	Vinhlong, Cochin-China	Vinhlong, Cochinchine	Vinhlong																																	
Visayas, Philippines						https://www.google.com/maps/place/+	Precise Coordinates unavailable/impractical; Refers to a whole Archipelago in the Philippines; it's one of three main isalnd groups and includes Chebu for example	true	Visayas, Philippines																																			
Vladivostok	7010320	43.15	131.8833	Inhabited place	Point	https://www.google.com/maps/place/43.15+131.8833		false	Vladivostock	Vladivstock	Yladivostock	Wladivostock	Vladivostack	Vladivostok	Uladivostock	Wladivostok	Wladivostook	Wladiwostock																										
Waichau	1069030	23.083333	114.4	Inhabited place	Point	https://www.google.com/maps/place/23.083333+114.4	seems to be an old district of this city	false	Waichau, Kwangse	Waichau	Waicahau, Kwangsi																																	
Wei Hien	8203217	36.770833	119.210833	Inhabited place	Point	https://www.google.com/maps/place/36.770833+119.210833		false	Wei Hien, Shantung	Wei Hien																																		
Wei-hien, Shantung	1072526	36.71	119.101944	Inhabited place	Point	https://www.google.com/maps/place/36.71+119.101944	Wéixiàn or Weihsien, Shandong are alternative spellings	false	Wei-hien, Shantung	Wei-Hien, Shantung																																		
Weihaiwei	7001988	37.509136	122.113557	Inhabited place	Point	https://www.google.com/maps/place/37.509136+122.113557		false	Weihaiwe	Weihaiwei	Wei-hai-wei	Weihaiwei, Shantung																																
Port Edward	7001988	37.509136	122.113557		Point		Port in Weihaiwei		Port Edward																																			
Wenchow	7001989	27.999416	120.66682	Inhabited place	Point	https://www.google.com/maps/place/27.999416+120.66682		false	Wenchow	Wênchow																																		
Whampoa	8199634	23.109799	113.4374	Fourth level subdivision	Polygon	https://www.google.com/maps/place/23.109799+113.4374		false	Whampoa																																			
Woosung	7001995	31.375659	121.490408	Inhabited place	Point	https://www.google.com/maps/place/31.375659+121.490408	District of Shanghai	false	Woosung																																			
Wuchang		30.5619	114.3404		Point	https://www.google.com/maps/place/30.5619+114.3404	District of Wuhan	false	Wuchang																																			
Wuchow	1072714	23.483333	111.316667	Inhabited place	Point	https://www.google.com/maps/place/23.483333+111.316667		false	Wuchow	Wnchow-fu	Wuchow-fu	Wuchowfu																																
Wuhce						https://www.google.com/maps/place/+		false	Wuhce																																			
Wuhu	8148143	32.661111	117.266667	Inhabited place	Point	https://www.google.com/maps/place/32.661111+117.266667		false	Wuhu	Wuliu																																		
Wusih, Ningpo						https://www.google.com/maps/place/+	Highly uncertain: could refer to "Wushi, Zhejiang Province" (TGN: 8170340), but it's not clear. It is not at all likely to be "Wuxi" in the province to the north, though it might be easy to confuse it with this.	false	Wusih, Ningpo	Wusih, Chekiang																																		
Wusueh, Hubei Province	1068376	29.850578	115.552504	Inhabited place	Point	https://www.google.com/maps/place/29.850578+115.552504	It's worth noting that this near Hankow/Wuhan, but separate, at least nowadays	false	Wusueh, Hankow	Wusueh																																		
Xuanday, Annam		13.366667	109.3		Point	https://www.google.com/maps/place/13.366667+109.3	It's a bay, the coordinates are in the South China Sea	false	Xuanday, Annam																																			
